Vegetable Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಸೋರೆಕಾಯಿ,ಸರ್ಕೋಸ್ಪೋರಾ ಎಲೆ ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸರ್ಕೋಸ್ಪೋರಾ (Cercospora),ಹಳೆಯ ಎಲೆಗಳ ಮೇಲೆ ಬಿಳಿ ಕಣ್ಣಿರುವ ಕಂದು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಕೆಳಗಿನ ಹಳೆಯ ಎಲೆ ತೆಗೆಯಿರಿ. ಗಾಳಿ ಆಡುವಂತೆ ಮಾಡಿ. ಮಲ್ಚಿಂಗ್ ಮಾಡಿ.
ಸೋರೆಕಾಯಿ,ಹೂವಿನ ತುದಿ ಕೊಳೆತ  (ಪೋಷಕಾಂಶ ಸಮಸ್ಯೆ),ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ (Calcium deficiency),ಕಾಯಿಯ ತುದಿ ಕಪ್ಪಾಗಿ ಕೊಳೆಯುತ್ತದೆ. ಕ್ಯಾಲ್ಸಿಯಂ ಅಥವಾ ನೀರಿನ ಕೊರತೆಯಿಂದ ಹೀಗಾಗುತ್ತದೆ. ಮಣ್ಣು ಪೂರ್ತಿ ಒಣಗಲು ಬಿಡಬೇಡಿ. ಮಣ್ಣಿಗೆ ಸುಣ್ಣ ಅಥವಾ ಮೊಟ್ಟೆ ಚಿಪ್ಪು ಹಾಕಿ.
ಸೋರೆಕಾಯಿ,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ (Bactrocera),ಹುಳು ಕಾಯಿಯನ್ನು ಕೊಳೆಸಿ ವಿರೂಪಗೊಳಿಸುತ್ತದೆ. ಕಾಯಿಗೆ ಬೇಗನೆ ಚೀಲ ಹಾಕಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ. ಬಿದ್ದ ಕಾಯಿ ಹೂತುಹಾಕಿ.
ಸೋರೆಕಾಯಿ,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಕಾಯಿಯ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಬಳ್ಳಿ ನೆಲಕ್ಕೆ ತಾಗದಂತೆ ಚಪ್ಪರ ಹಾಕಿ.
ಸೋರೆಕಾಯಿ,ಅಂಟು ರೋಗ / ಕಾಂಡ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಡಿಡಿಮೆಲ್ಲಾ (Didymella),ಕಾಂಡದಿಂದ ಅಂಟು ಬರುತ್ತದೆ ಮತ್ತು ಕಾಯಿ ಕಪ್ಪಾಗುತ್ತದೆ. ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ತ್ಯಾಜ್ಯ ತೆಗೆಯಿರಿ.
ಸೋರೆಕಾಯಿ,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಲೆವಿಲುವ್ಲಾ ಟೌರಿಕಾ (Leveillula taurica),ಬಿಳಿ ಪುಡಿ ಬಂದು ಗಿಡದ ಶಕ್ತಿ ಕುಂದುತ್ತದೆ. ಬಿಸಿಲು ಬೀಳದೆ ಕಾಯಿ ಹಾಳಾಗುತ್ತದೆ. ಗಂಧಕ ಸಿಂಪಡಿಸಿ. ಬಳ್ಳಿ ವಿರಳ ಮಾಡಿ.
ಸೋರೆಕಾಯಿ,ಮೊಸೈಕ್ ವೈರಸ್  (ವೈರಸ್ ರೋಗ),ಮೊಸೈಕ್ ವೈರಸ್ (Mosaic Virus),ಕಾಯಿ ವಿರೂಪಗೊಂಡು ಗಂಟು ಬರುತ್ತದೆ. ರೋಗ ಬಂದ ಬಳ್ಳಿ ಕಿತ್ತು ಹಾಕಿ. ಜಿಗಿಹೇನು ನಿಯಂತ್ರಿಸಿ. ತೋಟದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ನೋಡಿ.
ಸೋರೆಕಾಯಿ,ಸೊರಗು ರೋಗ  (ಶಿಲೀಂಧ್ರ/ಬ್ಯಾಕ್ಟೀರಿಯಾ),ರಾಲ್ಸ್ಟೋನಿಯಾ ಸೊಲಾನೇಸಿಯಾರಮ್ (Ralstonia solanacearum),ಬಳ್ಳಿ ಪೂರ್ತಿ ಬಾಡಿ ಕಾಯಿ ಒಣಗುತ್ತದೆ. ನೀರು ನಿಲ್ಲದಂತೆ ಮಾಡಿ. ರೋಗ ನಿರೋಧಕ ತಳಿ ಬಳಸಿ. ಒಂದೇ ಜಾಗದಲ್ಲಿ ಪದೇ ಪದೇ ಇದನ್ನು ಬೆಳೆಯಬೇಡಿ.
ಜೀಗುಜ್ಜೆ / ದೀವಿಹಲಸು,ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೋಮೋಪ್ಸಿಸ್ (Phomopsis),ಮಲೆನಾಡು ಮತ್ತು ಕರಾವಳಿಯಲ್ಲಿ ಮಳೆಗಾಲದಲ್ಲಿ ಇದು ಹೆಚ್ಚು. ಕಾಯಿ ಮೇಲೆ ನೀರು ಹೀರಿದ ಮಚ್ಚೆ ಬಂದು ಮೆತ್ತಗಾಗುತ್ತದೆ. ಗಾಳಿ ಆಡಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಕೊಳೆತ ಕಾಯಿ ತೆಗೆಯಿರಿ. ಮಳೆಗೂ ಮುನ್ನ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ.
ಜೀಗುಜ್ಜೆ / ದೀವಿಹಲಸು,ಹಿಟ್ಟು ತಿಗಣೆ / ಮೀಲಿಬಗ್  (ಕೀಟ ಬಾಧೆ),ಕಾಕ್ಲಸ್ (Coccidohystrix),ಕಾಯಿ ತೊಟ್ಟು ಮತ್ತು ಎಲೆ ಅಡಿಯಲ್ಲಿ ಬಿಳಿ ಹತ್ತಿಯಂತಹ ಕೀಟಗಳಿರುತ್ತವೆ. ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ. ಸಾಬೂನು ಮತ್ತು ಎಣ್ಣೆ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ. ಕಾಂಡಕ್ಕೆ ಅಂಟು ಪಟ್ಟಿ ಹಚ್ಚಿ ಇರುವೆ ಬಾರದಂತೆ ತಡೆಯಿರಿ.
ಜೀಗುಜ್ಜೆ / ದೀವಿಹಲಸು,ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ (Bactrocera),ಹುಳು ಹಣ್ಣಿನ ಒಳಗೆ ಸೇರುತ್ತದೆ. ಕಾಯಿ ಮೆತ್ತಗಾಗುವ ಮುನ್ನವೇ (ಗಟ್ಟಿಯಿದ್ದಾಗ) ಕೊಯ್ಲು ಮಾಡಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ಆರಿಸಿ ನಾಶಪಡಿಸಿ.
ಜೀಗುಜ್ಜೆ / ದೀವಿಹಲಸು,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಕಾಯಿಯ ಮೇಲೆ ಕಪ್ಪು ಚುಕ್ಕೆ ಬಂದು ಸಿಪ್ಪೆ ಒಡೆಯುತ್ತದೆ. ಕಾಪರ್ ಯುಕ್ತ ಔಷಧ ಸಿಂಪಡಿಸಿ. ಒಣಗಿದ ಕೊಂಬೆಗಳನ್ನು ಕತ್ತರಿಸಿ ತೆಗೆಯಿರಿ.
ಜೀಗುಜ್ಜೆ / ದೀವಿಹಲಸು,ಮೃದು ಕೊಳೆತ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಎರ್ವಿನಿಯಾ (Erwinia),ಗಾಯವಾದ ಜಾಗದಿಂದ ಕೊಳೆತು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಕಾಯಿ ಬೀಳದಂತೆ ಬಲೆ ಬಳಸಿ ಹಿಡಿಯಿರಿ. ಪೆಟ್ಟಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ತಂಪಾದ ಜಾಗದಲ್ಲಿ ಶೇಖರಿಸಿ.
ಬದನೆಕಾಯಿ,ಫೋಮೋಪ್ಸಿಸ್ ಅಂಗಮಾರಿ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೋಮೋಪ್ಸಿಸ್ ವೆಕ್ಸನ್ಸ್ (Phomopsis vexans),ಕಾಯಿಯ ಮೇಲೆ ಮೆತ್ತಗಿನ ಕಂದು ತಗ್ಗು ಚುಕ್ಕೆ ಬಂದು ಪೂರ್ತಿ ಕೊಳೆಯುತ್ತದೆ. ರೋಗಮುಕ್ತ ಬೀಜ ಬಳಸಿ. ಕಾಯಿ ಮೇಲೆ ನೀರು ಬೀಳಿಸಬೇಡಿ. ರೋಗ ಕಂಡರೆ ಅಡುಗೆ ಸೋಡಾ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.
ಬದನೆಕಾಯಿ,ಕಾಂಡ ಮತ್ತು ಕಾಯಿ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಲ್ಯೂಸಿನೋಡ್ಸ್ ಆರ್ಬೊನಲಿಸ್ (Leucinodes orbonalis),ಕಾಯಿಯ ಮೇಲೆ ರಂಧ್ರವಿದ್ದು ಒಳಗೆ ತ್ಯಾಜ್ಯವಿರುತ್ತದೆ. ಬಾಡಿದ ಚಿಗುರನ್ನು ತಕ್ಷಣ ಕತ್ತರಿಸಿ. ಕಾಯಿಗೆ ಬಟ್ಟೆ ಚೀಲ ಹಾಕಿ. ಶುಂಠಿ-ಬೆಳ್ಳುಳ್ಳಿ-ಮೆಣಸಿನಕಾಯಿ ಕಷಾಯ ಸಿಂಪಡಿಸಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ.
ಬದನೆಕಾಯಿ,ಲಿಟಲ್ ಲೀಫ್ / ಎಲೆ ಮುದುರು  (ಫೈಟೋಪ್ಲಾಸ್ಮಾ),ಫೈಟೋಪ್ಲಾಸ್ಮಾ (Phytoplasma),ಎಲೆಗಳು ತೀರಾ ಸಣ್ಣದಾಗಿ ಹೂವು ಕಾಯಿ ಬಿಡುವುದಿಲ್ಲ. ರೋಗ ಬಂದ ಗಿಡ ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ಜಿಗಿಹೇನುಗಳನ್ನು ನಿಯಂತ್ರಿಸಲು ಹಳದಿ ಅಂಟು ಬಲೆ ಮತ್ತು ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ತೋಟದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ಬದನೆಕಾಯಿ,ಕೆಂಪು ನುಸಿ / ಮೈಟ್ಸ್  (ನುಸಿ ಬಾಧೆ),ಟೆಟ್ರಾನಿಕಸ್ ಸಿನ್ನಬರಿನಸ್ (Tetranychus cinnabarinus),ಎಲೆ ಮತ್ತು ಕಾಯಿ ಕೆಂಪಾಗಿ ಗಡುಸಾಗುತ್ತದೆ. ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ. ಮಣ್ಣು ಒಣಗಲು ಬಿಡಬೇಡಿ. ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಬದನೆಕಾಯಿ,ಎಪಿಲಾಕ್ನಾ ದುಂಬಿ  (ಕೀಟ ಬಾಧೆ),ಎಪಿಲಾಕ್ನಾ ವಿಜಿಂಟಿಯೊಕ್ಟೋಪಂಕ್ಟಾಟಾ (Epilachna vigintioctopunctata),ಚುಕ್ಕೆ ಇರುವ ದುಂಬಿ ಎಲೆಯ ಹಸಿರು ಭಾಗ ಕೆರೆದು ತಿನ್ನುತ್ತದೆ. ಬೆಳಿಗ್ಗೆ ವೇಳೆ ದುಂಬಿ ಮತ್ತು ಅದರ ಮೊಟ್ಟೆಗಳನ್ನು ಕೈಯಿಂದ ಹಿಡಿದು ಸೀಮೆಎಣ್ಣೆಗೆ ಹಾಕಿ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಬದನೆಕಾಯಿ,ಬೂದಿ ಮೂತಿ ಹುಳು / ವೀವಿಲ್  (ಕೀಟ ಬಾಧೆ),ಮೈಲೋಸೆರಸ್ (Myllocerus),ಬೂದಿ ಬಣ್ಣದ ದುಂಬಿ ಎಲೆ ಅಂಚನ್ನು 'ಸಿ' ಆಕಾರದಲ್ಲಿ ಕತ್ತರಿಸುತ್ತದೆ. ಬೆಳಿಗ್ಗೆ ವೇಳೆ ದುಂಬಿ ಆರಿಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ. ಎಲೆಗಳಿಗೆ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಬದನೆಕಾಯಿ,ಸೊರಗು ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ರಾಲ್ಸ್ಟೋನಿಯಾ (Ralstonia),ಹಸಿರಾಗಿರುವಾಗಲೇ ಗಿಡ ಬಾಡುತ್ತದೆ. ನೀರು ಬಸಿಯಲು ಏರು ಮಡಿ ಮಾಡಿ. ರೋಗ ನಿರೋಧಕ ತಳಿ (ಅರ್ಕಾ ನಿಧಿ) ಬಳಸಿ. ಟೊಮೆಟೊ ಬೆಳೆದ ಜಾಗದಲ್ಲಿ ಇದನ್ನು ಬೆಳೆಯಬೇಡಿ.
ಅವರೆಕಾಯಿ,ಕಾಯಿ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಹೆಲಿಕೋವರ್ಪಾ (Helicoverpa),ಹುಳು ಕಾಯಿಗೆ ರಂಧ್ರ ಮಾಡಿ ಬೀಜ ತಿನ್ನುತ್ತದೆ. ಹೂವು ಬಿಡುವಾಗ ಗಮನಿಸಿ ಹುಳು ಆರಿಸಿ. ಎಳೆ ಕಾಯಿ ಬರುವಾಗ ಶೇ. 5 ರ ಬೇವಿನ ಬೀಜದ ಕಷಾಯ (NSKE) ಸಿಂಪಡಿಸಿ.
ಅವರೆಕಾಯಿ,ಕಪ್ಪು ಜಿಗಿಹೇನು / ಆಫಿಡ್ಸ್  (ಕೀಟ ಬಾಧೆ),ಆಫಿಸ್ ಫ್ಯಾಬೆ (Aphis fabae),ಎಳೆ ಕಾಯಿ ಮತ್ತು ಚಿಗುರಿನ ಮೇಲೆ ಕಪ್ಪು ಹುಳುಗಳಿರುತ್ತವೆ. ಬಾಧಿತ ತುದಿ ಕತ್ತರಿಸಿ. ಸಾಬೂನು ನೀರು ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಅವರೆಕಾಯಿ,ತುಕ್ಕು ರೋಗ / ರಸ್ಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಯುರೋಮೈಸಸ್ ವಿಫೆ (Uromyces viciae-fabae),ಎಲೆ ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ಕೆಂಪು ಬೊಕ್ಕೆ ಬರುತ್ತದೆ. ಗಿಡ ಒದ್ದೆಯಾಗದಂತೆ ನೀರು ಕೊಡಿ. ಗಂಧಕದ ಪುಡಿ ಧೂಳಿಸಿ. ಗಾಳಿ ಆಡಲು ಗಿಡ ವಿರಳ ಮಾಡಿ.
ಅವರೆಕಾಯಿ,ಆಸ್ಕೋಚೈಟಾ ಅಂಗಮಾರಿ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಆಸ್ಕೋಚೈಟಾ (Ascochyta),ಕಾಯಿ ಮೇಲೆ ಬೂದು ಬಣ್ಣದ ಕಲೆ ಬರುತ್ತದೆ. ಶುದ್ಧ ಬೀಜ ಬಳಸಿ. ರೋಗ ಬಂದ ಗಿಡದ ಭಾಗ ಸುಟ್ಟುಹಾಕಿ. ಮಳೆ ಹೆಚ್ಚಿದ್ದರೆ ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಡಿಸಿ.
ಅವರೆಕಾಯಿ,ಮೊಸೈಕ್ ವೈರಸ್  (ವೈರಸ್ ರೋಗ),ಬೀನ್ ಯೆಲ್ಲೋ ಮೊಸೈಕ್ ವೈರಸ್ (Bean yellow mosaic virus),ಎಲೆ ಮಚ್ಚೆಯಾಗಿ ಕಾಯಿ ಸಣ್ಣದಾಗಿ ಸುರುಳಿಯಾಗುತ್ತದೆ. ರೋಗ ಬಂದ ಗಿಡ ಕಿತ್ತು ಹಾಕಿ. ಜಿಗಿಹೇನು ನಿಯಂತ್ರಿಸಿ.
ಅವರೆಕಾಯಿ,ಚಾಕೊಲೇಟ್ ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಬೊಟ್ರೈಟಿಸ್ ಫ್ಯಾಬೆ (Botrytis fabae),ಎಲೆ ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ಚಾಕೊಲೇಟ್ ಬಣ್ಣದ ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಗಾಳಿ ಆಡುವಂತೆ ಮಾಡಿ.
ಎಲೆಕೋಸು,ಕಪ್ಪು ಕೊಳೆತ / ಬ್ಲ್ಯಾಕ್ ರಾಟ್  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಕ್ಸಾಂಥೋಮೋನಾಸ್ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್ (Xanthomonas campestris),ಎಲೆ ಅಂಚಿನಲ್ಲಿ 'ವಿ' ಆಕಾರದ ಹಳದಿ ಕಲೆ ಬಂದು ಕಾಂಡ ಕಪ್ಪಾಗುತ್ತದೆ. ಎಲೆ ಮೇಲೆ ನೀರು ಬೀಳಿಸಬೇಡಿ. ಸಾಸಿವೆ ಜಾತಿಯ ಕಳೆ ತೆಗೆಯಿರಿ. 3 ವರ್ಷಕ್ಕೊಮ್ಮೆ ಬೆಳೆ ಬದಲಿಸಿ. ರೋಗ ಬಂದ ಗಿಡದ ತ್ಯಾಜ್ಯ ಹೊಲದಲ್ಲಿ ಬಿಡಬೇಡಿ.
ಎಲೆಕೋಸು,ಮೃದು ಕೊಳೆತ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಎರ್ವಿನಿಯಾ (Erwinia),ಗಡ್ಡೆ ಮೆತ್ತಗಾಗಿ ಕೊಳೆತು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ಮಳೆಗಾಲದಲ್ಲಿ ಇದು ಹೆಚ್ಚು. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಗಡ್ಡೆಗೆ ಪೆಟ್ಟಾಗದಂತೆ ನೋಡಿ. ನೀರು ನಿಲ್ಲದಂತೆ ಮಾಡಿ. ತಂಪಾದ ಜಾಗದಲ್ಲಿ ಶೇಖರಿಸಿ.
ಎಲೆಕೋಸು,ವಜ್ರದ ಬೆನ್ನಿನ ಪತಂಗ (DBM)  (ಕೀಟ ಬಾಧೆ),ಪ್ಲುಟೆಲ್ಲಾ ಕ್ೈಲೋಸ್ಟೆಲ್ಲಾ (Plutella xylostella),ಹಸಿರು ಹುಳು ಎಲೆ ಮತ್ತು ಗಡ್ಡೆಗೆ ರಂಧ್ರ ಮಾಡುತ್ತದೆ. ಎಳೆ ಸಸಿಗಳಿಗೆ ಬಲೆ ಹೊದಿಕೆ (Netting) ಹಾಕಿ. ಬಿ.ಟಿ (Bt) ದ್ರಾವಣ ಸಿಂಪಡಿಸುವುದು ಸುರಕ್ಷಿತ. ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಬಹುದು. ಮೋಹಕ ಬಲೆ ಬಳಸಿ.
ಎಲೆಕೋಸು,ಟಿಪ್ ಬರ್ನ್ / ಅಂಚು ಸುಡುವುದು  (ಪೋಷಕಾಂಶ ಸಮಸ್ಯೆ),ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ (Tip burn),ಒಳಗಿನ ಎಲೆಗಳ ಅಂಚು ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತದೆ. ಇದು ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಒಂದೇ ಹದದಲ್ಲಿರುವಂತೆ ನೀರು ಕೊಡಿ. ಅತಿಯಾದ ಸಾರಜನಕ ಗೊಬ್ಬರ ಬೇಡ. ಮಲ್ಚಿಂಗ್ ಮಾಡಿ.
ಎಲೆಕೋಸು,ಗಂಟು ಬೇರು ರೋಗ / ಕ್ಲಬ್ ರೂಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪ್ಲಾಸ್ಮೋಡಿಯೋಫೊರಾ ಬ್ರಾಸಿಕೆ (Plasmodiophora brassicae),"ಬೇರು ಊದಿಕೊಂಡು ಗಂಟಾಗುತ್ತದೆ, ಗಡ್ಡೆ ಕಟ್ಟುವುದಿಲ್ಲ. ಮಣ್ಣಿಗೆ ಸುಣ್ಣ ಹಾಕಿ. ರೋಗ ಬಂದ ಮಣ್ಣಿನಲ್ಲಿ 5-7 ವರ್ಷ ಎಲೆಕೋಸು ಬೆಳೆಯಬೇಡಿ."
ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,ಬಿಸಿಲು ಆಘಾತ / ಸನ್ ಸ್ಕಾಲ್ಡ್  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಸನ್ ಸ್ಕಾಲ್ಡ್ (Sun scald),ಬಿಸಿಲು ಬೀಳುವ ಕಡೆ ಕಾಯಿ ಬಿಳಿಯಾಗಿ ಸುಟ್ಟಂತಾಗುತ್ತದೆ. ಗಿಡದಲ್ಲಿ ಎಲೆಗಳು ಕಾಯಿಗೆ ನೆರಳು ನೀಡುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಎಲೆ ಉದುರಿದ್ದರೆ ಬಿಸಿಲಿನ ಸಮಯದಲ್ಲಿ ನೆರಳು ಪರದೆ ಬಳಸಿ. ಬಣ್ಣ ಬಂದ ತಕ್ಷಣ ಕೊಯ್ಲು ಮಾಡಿ.
ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಕಾಯಿಯ ಮೇಲೆ ದುಂಡಗಿನ ತಗ್ಗು ಚುಕ್ಕೆ ಬಂದು ಕಪ್ಪಾಗುತ್ತದೆ. ಹಣ್ಣಾದ ತಕ್ಷಣ ಕೊಯ್ಲು ಮಾಡಿ. ಸೋಂಕಿತ ಕಾಯಿ ನಾಶಪಡಿಸಿ. ಗಿಡಗಳ ನಡುವೆ ಅಂತರವಿರಲಿ. ಸ್ಯೂಡೋಮೋನಾಸ್ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ. ಸ್ಪ್ರಿಂಕ್ಲರ್ ನೀರಾವರಿ ಬೇಡ.
ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,ಕಾಯಿ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಹೆಲಿಕೋವರ್ಪಾ ಆರ್ಮಿಜೆರಾ (Helicoverpa armigera),ಹುಳು ಕಾಯಿಗೆ ರಂಧ್ರ ಮಾಡಿ ತಿನ್ನುತ್ತದೆ. ರಂಧ್ರವಿರುವ ಕಾಯಿ ಪ್ರತಿದಿನ ತೆಗೆದು ಹಾಕಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ. ಸಂಜೆ ವೇಳೆ ಬಿ.ಟಿ (Bt) ದ್ರಾವಣ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,ಒದ್ದೆ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ರೈಜೋಪಸ್ (Rhizopus),ಹೂವು ಮತ್ತು ಎಳೆ ಕಾಯಿ ಮೆತ್ತಗಾಗಿ ಕೊಳೆತು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ತೇವಾಂಶವಿದ್ದರೆ ಇದು ಹೆಚ್ಚು. ಗಾಳಿ ಆಡಲು ಎಲೆ ಕತ್ತರಿಸಿ. ಕಾಯಿಗೆ ಮಣ್ಣು ಸಿಡಿಯದಂತೆ ನೋಡಿ. ಮಳೆಗಾಲದಲ್ಲಿ ಕಾಪರ್ ಯುಕ್ತ ಔಷಧ ಸಿಂಪಡಿಸಿ.
ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,ಹಳದಿ ನುಸಿ / ಮುರುಡ ರೋಗ  (ನುಸಿ ಬಾಧೆ),ಪಾಲಿಫಾಗೋಟಾರ್ಸೊನೆಮಸ್ ಲ್ಯಾಟಸ್ (Polyphagotarsonemus latus),ಎಲೆ ದೋಣಿಯಂತೆ ಕೆಳಗೆ ಮುದುರುತ್ತದೆ. ಕಾಯಿ ಒರಟಾಗುತ್ತದೆ. ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ. ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ,ಬ್ಲಾಸಮ್ ಎಂಡ್ ರಾಟ್  (ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ),ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ (Blossom end rot),ಕಾಯಿಯ ತಳಭಾಗ ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತದೆ. ಒಂದೇ ಹದದಲ್ಲಿ ನೀರು ಕೊಡಿ. ಕ್ಯಾಲ್ಸಿಯಂ ಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಮಣ್ಣಿಗೆ ಸುಣ್ಣ ಹಾಕಿ.
