Fruit Common Name ,Disease Name (Type),Treatment Methods,Scientific name
ಖರ್ಜೂರ,ಕಲ್ಲು ಹಣ್ಣು / ಮಮ್ಮಿಫಿಕೇಶನ್  (ಸಮಸ್ಯೆ/ಶಿಲೀಂಧ್ರ),ಹೂವು ಅರಳುವ ಮುನ್ನವೇ ಗೊಂಚಲು ಕೊಳೆಯುತ್ತದೆ. ಕವಚದ ಮೇಲೆ ತುಕ್ಕು ಬಣ್ಣದ ಕಲೆ ಬಂದು ಹೂವು ಕಪ್ಪಾಗುತ್ತದೆ. ರೋಗ ಬಂದ ಕವಚಗಳನ್ನು ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ವಸಂತಕಾಲದ ಆರಂಭದಲ್ಲಿ ಕವಚ ಬರುವ ಮುನ್ನ ಶೇ. 1 ರ ಬೋರ್ಡೋ ದ್ರಾವಣ ಅಥವಾ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಗಂಧಕ ಮತ್ತು ಕಾಪರ್ ಪುಡಿ ಧೂಳಿಸುವುದು ಕೂಡ ಒಳ್ಳೆಯದು.,ಗಿಗ್ನಾರ್ಡಿಯಾ ಬಿಡ್ವೆಲ್ಲಿ (ಕಪ್ಪು ಕೊಳೆತ)
ಖರ್ಜೂರ,ಗೊಂಚಲು ಕೊಳೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ತೇವಾಂಶ ಅಥವಾ ಮಳೆ ಬಂದರೆ ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ವಿನೆಗರ್ ವಾಸನೆ ಬಂದು ಉದುರುತ್ತದೆ. ಗೊಂಚಲಿಗೆ ಕಾಗದದ ಚೀಲ ಹಾಕಿ ಗಾಳಿ ಆಡುವಂತೆ ಮಾಡಿ. ಹಣ್ಣುಗಳು ಒಂದಕ್ಕೊಂದು ತಾಗದಂತೆ ವಿರಳ ಮಾಡಿ. ಮಳೆ ಜೋರಿದ್ದರೆ ಮಾತ್ರ ಹಣ್ಣಾಗುವ ಹಂತದಲ್ಲಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.,ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ
ಖರ್ಜೂರ,ಹಣ್ಣು ಕೊಳೆತ / ಹುಳಿಯಾಗುವಿಕೆ  (ಶಿಲೀಂಧ್ರ/ಯೀಸ್ಟ್),ಹಣ್ಣಿನ ತೊಟ್ಟು ಮತ್ತು ಎಳೆ ಹಣ್ಣುಗಳು ಇದ್ದಿಲಿನಲ್ಲಿ ಸುಟ್ಟಂತೆ ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತವೆ. ರೋಗ ಬಂದ ಎಲೆ ಮತ್ತು ತೊಟ್ಟುಗಳನ್ನು ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಕತ್ತರಿಸಿದ ಜಾಗಕ್ಕೆ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ಗಿಡದ ಸುಳಿ ಮತ್ತು ಗೊಂಚಲಿಗೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ.,ಹುಳಿ ಕೊಳೆತ (ಅಸಿಟೋಬ್ಯಾಕ್ಟರ್ / ಯೀಸ್ಟ್)
ಖರ್ಜೂರ,ಬ್ಲ್ಯಾಕ್ ಸ್ಕಾರ್ಚ್ / ಕಪ್ಪು ಸುಟ್ಟ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಹಣ್ಣಿನ ತುದಿ ಕಪ್ಪಾಗಿ ಒಣಗುತ್ತದೆ, ಆದರೆ ಉಳಿದ ಹಣ್ಣು ಚೆನ್ನಾಗಿರುತ್ತದೆ. ಇದು ಶಿಲೀಂಧ್ರವಲ್ಲ, ತೇವಾಂಶದ ಬದಲಾವಣೆಯಿಂದ ಆಗುತ್ತದೆ. ಗೊಂಚಲನ್ನು ಆರಂಭದಲ್ಲೇ ತೀರಾ ವಿರಳ ಮಾಡಬೇಡಿ. ಗೊಂಚಲಿನ ಮಧ್ಯೆ ತಂತಿ ಬಳಸಿ ಗಾಳಿ ಆಡುವಂತೆ ಮಾಡಿ. ಮರಕ್ಕೆ ನೀರಿನ ಕೊರತೆಯಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.",ಸೆರಾಟೋಸಿಸ್ಟಿಸ್ ಪ್ಯಾರಡಾಕ್ಸಾ
ಖರ್ಜೂರ,ಬ್ಲ್ಯಾಕ್ ನೋಸ್  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಕೊಯ್ಲಿಗೆ ಮುನ್ನ ತೇವಾಂಶ ಹೆಚ್ಚಾದರೆ ಹಣ್ಣಿನ ತುದಿಯಲ್ಲಿ ಅಡ್ಡ ಬಿರುಕು ಬಿಡುತ್ತದೆ. ಹಣ್ಣಾಗುವ ಹಂತದಲ್ಲಿ ಗೊಂಚಲಿಗೆ ಪ್ಲಾಸ್ಟಿಕ್ ಹೊದಿಕೆ ಅಥವಾ ಕಾಗದದ ಚೀಲ ಹಾಕಿ ಮಳೆಯಿಂದ ರಕ್ಷಿಸಿ. ಕೊಯ್ಲಿಗೆ ಹತ್ತಿರವಿದ್ದಾಗ ಅತಿಯಾಗಿ ನೀರು ಕೊಡಬೇಡಿ.,ದೈಹಿಕ ಅಸ್ವಸ್ಥತೆ (ಬ್ಲ್ಯಾಕ್‌ನೋಸ್)
ಖರ್ಜೂರ,ಹಣ್ಣು ಒಡೆಯುವುದು / ಚೆಕ್ಕಿಂಗ್  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಸಣ್ಣ ಹುಳು ಎಳೆ ಹಣ್ಣಿನ ತೊಟ್ಟಿನ ಬಳಿ ರಂಧ್ರ ಮಾಡಿ ಬೀಜ ತಿನ್ನುತ್ತದೆ. ಹಣ್ಣು ಕೆಂಪಾಗಿ ಉದುರುತ್ತದೆ ಮತ್ತು ಬಲೆ ಕಟ್ಟಿದಂತೆ ಕಾಣುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ನಾಶಪಡಿಸಿ. ಕಾಯಿ ಚಿಕ್ಕದಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಬಿ.ಟಿ (Bt) ಪುಡಿ ಅಥವಾ 0.3 ಮಿ.ಲೀ ಸ್ಪಿನೋಸ್ಯಾಡ್ ಸಿಂಪಡಿಸಿ. ಆರಂಭದಲ್ಲೇ ಗೊಂಚಲಿಗೆ ಸಣ್ಣ ಕಣ್ಣಿನ ಬಲೆ ಹಾಕಿದರೆ ಪತಂಗ ಮೊಟ್ಟೆ ಇಡುವುದಿಲ್ಲ.,ದೈಹಿಕ (ಚೆಕ್ಕಿಂಗ್/ಒಡೆಯುವಿಕೆ)
ಖರ್ಜೂರ,ಸಣ್ಣ ಹಣ್ಣು ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಹಣ್ಣಿನ ಮೇಲೆ ಬಿಳಿ ಅಥವಾ ಬೂದು ಬಣ್ಣದ ಹುರುಪೆ ಆವರಿಸಿ ಹಣ್ಣು ಮುದುರುತ್ತದೆ. ಬೆಳವಣಿಗೆ ನಿಲ್ಲುತ್ತದೆ. ಕೀಟ ಹೆಚ್ಚಿರುವ ಹಳೆಯ ಎಲೆಗಳನ್ನು ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 10 ಮಿ.ಲೀ ತೋಟಗಾರಿಕೆ ಎಣ್ಣೆ (ಮಿನರಲ್ ಆಯಿಲ್) ಅಥವಾ 5 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಣ್ಣನ್ನು ನೀರಿನಲ್ಲಿ ಉಜ್ಜಿದರೆ ಕೀಟ ಹೋಗುತ್ತದೆ.,ಅರೆನಿಪ್ಸಿಸ್ ಸಬೆಲ್ಲಾ (ದೊಡ್ಡ ಖರ್ಜೂರದ ಪತಂಗ)
ಅಂಜೂರ,ಬಿಳಿ ಹುರುಪೆ ಕೀಟ / ಸ್ಕೇಲ್  (ಕೀಟ ಬಾಧೆ),"ಹಣ್ಣು ಹೊರಗಿನಿಂದ ಚೆನ್ನಾಗಿ ಕಂಡರೂ, ಒಳಗೆ ತಿರುಳು ಮೆತ್ತಗಾಗಿ ನೀರಾಗಿರುತ್ತದೆ. ಪರಾಗಸ್ಪರ್ಶ ಮಾಡುವ ಕಣಜ ನೊಣದಿಂದ ಈ ರೋಗ ಹರಡುತ್ತದೆ. ತೋಟವನ್ನು ಅತ್ಯಂತ ಸ್ವಚ್ಛವಾಗಿಡಿ. ಚಳಿಗಾಲದಲ್ಲಿ ಗಿಡದಲ್ಲಿ ಉಳಿದ ಅಥವಾ ನೆಲಕ್ಕೆ ಬಿದ್ದ ಒಣ ಹಣ್ಣುಗಳನ್ನು (ಮಮ್ಮಿ) ನಾಶಪಡಿಸಿ. ಕಣಜ ನೊಣಗಳು ರೋಗ ತರದಂತೆ ಎಚ್ಚರವಹಿಸಿ.",ಪಾರ್ಲಟೋರಿಯಾ ಬ್ಲಾಂಚಾರ್ಡಿ
ಅಂಜೂರ,ಒಳ ಕೊಳೆತ / ಗುಲಾಬಿ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಹಣ್ಣಿನಿಂದ ವಿನೆಗರ್ ಅಥವಾ ಆಲ್ಕೋಹಾಲ್ ವಾಸನೆ ಬರುತ್ತದೆ. ಹಣ್ಣಿನ ರಂಧ್ರದಿಂದ ಗುಲಾಬಿ ದ್ರವ ಒಸರುತ್ತದೆ. ಇದು ನೊಣಗಳಿಂದ ಮತ್ತು ಜೀರುಂಡೆಗಳಿಂದ ಹರಡುತ್ತದೆ. ಪ್ರತಿದಿನ ಹಣ್ಣು ಕೊಯ್ಲು ಮಾಡಿ, ಮಾಗಿದ ಹಣ್ಣು ಗಿಡದಲ್ಲಿ ಉಳಿಯದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಬಲೆಗಳನ್ನು ಬಳಸಿ ನೊಣಗಳನ್ನು ನಿಯಂತ್ರಿಸಿ. ಹಣ್ಣು ಒದ್ದೆಯಾಗದಂತೆ ನೀರುಣಿಸಿ.",ಟ್ರೈಕೋಥಿಸಿಯಮ್ ರೋಸಿಯಮ್ (ಪಿಂಕ್ ರಾಟ್)
ಅಂಜೂರ,ಹುಳಿ ಕೊಳೆತ / ಹುಳಿಯಾಗುವಿಕೆ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ/ಯೀಸ್ಟ್),"ಹಣ್ಣನ್ನು ಕತ್ತರಿಸಿದಾಗ ಒಳಗೆ ಕಪ್ಪು ಮಸಿ ತುಂಬಿರುತ್ತದೆ. ಹಣ್ಣಿನ ರಂಧ್ರ ತೆರೆದಾಗ ಶಿಲೀಂಧ್ರ ಒಳಸೇರುತ್ತದೆ. ರೋಗ ಬಂದ ಮತ್ತು ಒಣಗಿದ ಹಣ್ಣುಗಳನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಹೂತುಹಾಕಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ತೋಟದಲ್ಲಿ ಧೂಳು ಕಡಿಮೆಯಿರಲಿ, ಏಕೆಂದರೆ ಧೂಳು ರೋಗ ಹರಡುತ್ತದೆ.",ಹುಳಿ ಕೊಳೆತ (ಸೋರ್ ರಾಟ್)
ಅಂಜೂರ,ಕಾಡಿಗೆ ರೋಗ / ಕಪ್ಪು ಮಸಿ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಡು ಕಂದು ಬಣ್ಣದ ತಗ್ಗು ಚುಕ್ಕೆಗಳು ಕಾಣುತ್ತವೆ. ತೇವಾಂಶವಿದ್ದರೆ ಗುಲಾಬಿ ಬಣ್ಣದ ಅಂಟು ಬರುತ್ತದೆ. ಬಿಸಿಲು ಮತ್ತು ಗಾಳಿ ಆಡಲು ಗಿಡದ ಕೊಂಬೆಗಳನ್ನು ಕತ್ತರಿಸಿ. ಕಾಯಿ ಚಿಕ್ಕದಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 2 ಗ್ರಾಂ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಮಳೆ ಬಂದರೆ 15 ದಿನಗಳ ನಂತರ ಮತ್ತೆ ಸಿಂಪಡಿಸಿ.,ಕ್ಯಾಪ್ನೋಡಿಯಮ್ ಪ್ರಭೇದ
ಅಂಜೂರ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಹಳದಿ ಚುಕ್ಕೆಗಳು ಬಂದು ಆಕಾರ ಹಾಳಾಗುತ್ತದೆ ಮತ್ತು ಹಣ್ಣು ಉದುರುತ್ತದೆ. ಈ ವೈರಸ್ ನುಸಿಗಳಿಂದ ಹರಡುತ್ತದೆ. ಇದಕ್ಕೆ ಯಾವುದೇ ರಾಸಾಯನಿಕ ಔಷಧವಿಲ್ಲ. ರೋಗಮುಕ್ತ ಸಸಿಗಳನ್ನೇ ನಾಟಿಗೆ ಬಳಸಿ. ನುಸಿ ನಿಯಂತ್ರಿಸಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಅಬಾಮೆಕ್ಟಿನ್ ನಂತಹ ಕೀಟನಾಶಕ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಅಂಜೂರ,ಮೊಸೈಕ್ ವೈರಸ್  (ವೈರಸ್ ರೋಗ),ಹಣ್ಣಿನ ರಂಧ್ರದ ಬಳಿ ಸಿಪ್ಪೆ ಸೀಳುತ್ತದೆ. ಒಣ ಹವೆ ನಂತರ ಜೋರು ಮಳೆ ಬಂದರೆ ಅಥವಾ ನೀರಿನ ಏರುಪೇರಾದರೆ ಹೀಗಾಗುತ್ತದೆ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಾಪಾಡಲು ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ. ಮರದ ಬುಡಕ್ಕೆ ಒಣ ಹುಲ್ಲಿನ ಹೊದಿಕೆ (ಮಲ್ಚ್) ಹಾಕಿ. ಸಿಪ್ಪೆ ಗಟ್ಟಿಯಾಗಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕ್ಯಾಲ್ಸಿಯಂ ಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ.,ಪಪ್ಪಾಯಿ ಮೊಸೈಕ್ ವೈರಸ್ / ಸೌತೆಕಾಯಿ ಮೊಸೈಕ್ ವೈರಸ್
ಅಂಜೂರ,ಹಣ್ಣು ಒಡೆಯುವುದು  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಬಿಸಿಲು ಬೀಳುವ ಹಣ್ಣಿನ ಭಾಗ ಒಣಗಿ ಕಂದಾಗುತ್ತದೆ. ಹಣ್ಣು ಬೆಳೆಯುವುದಿಲ್ಲ. ಬೇಸಿಗೆಯಲ್ಲಿ ಗಿಡಕ್ಕೆ ಸರಿಯಾಗಿ ನೀರು ಗೊಬ್ಬರ ಕೊಟ್ಟು ಎಲೆಗಳು ಹಣ್ಣಿಗೆ ನೆರಳು ನೀಡುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಕಾಂಡಕ್ಕೆ ಸುಣ್ಣ ಬಳಿಯಿರಿ. ವಿಪರೀತ ಬಿಸಿಲಿದ್ದರೆ ಹಣ್ಣಿಗೆ ಕಾಗದದ ಚೀಲ ಹಾಕಿ.,ದೈಹಿಕ ಅಸ್ವಸ್ಥತೆ
ಅಂಜೂರ,ಬಿಸಿಲು ಆಘಾತ / ಸುಡುಗಾಯ  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಎಲೆಗಳ ಜೊತೆಗೆ ಹಣ್ಣಿನ ಮೇಲೂ ಕೆಂಪು ಬಣ್ಣದ ತುಕ್ಕು ಕಲೆಗಳು ಬರುತ್ತವೆ. ಹಣ್ಣು ಬೇಗನೆ ಹಣ್ಣಾಗಿ ಉದುರುತ್ತದೆ. ಬಿದ್ದ ಎಲೆಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ 1 ಮಿ.ಲೀ ಟೆಬುಕ್ಯಾನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಎಲೆಗಳ ಮೇಲಿನ ರೋಗ ತಡೆದರೆ ಹಣ್ಣು ಸುರಕ್ಷಿತವಾಗಿರುತ್ತದೆ.,ಬಿಸಿಲು ಆಘಾತ (ಸನ್ ಸ್ಕಾಲ್ಡ್)
ದ್ರಾಕ್ಷಿ,ತುಕ್ಕು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ರೋಗ ಬಂದ ಬಳ್ಳಿ ಮತ್ತು ಒಣಗಿದ ಕಾಯಿಗಳನ್ನು ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಕತ್ತರಿಸಿದ ಜಾಗಕ್ಕೆ ಬೋರ್ಡೋ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ಕಾಯಿ ಕಟ್ಟುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಮಳೆ ಹೆಚ್ಚಿದ್ದರೆ ಔಷಧ ಹಣ್ಣಿಗೆ ಅಂಟಿಕೊಳ್ಳಲು ಅಂಟು (Sticker) ಬಳಸಿ.,ಪಕ್ಸಿನಿಯಾ ಪ್ರಭೇದ
ದ್ರಾಕ್ಷಿ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಕ್ಕಿ ಕಣ್ಣು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಗೊಂಚಲುಗಳ ಸುತ್ತಲಿನ ಹೆಚ್ಚುವರಿ ಎಲೆಗಳನ್ನು ತೆಗೆದು ಗಾಳಿ ಬೆಳಕು ಬೀಳುವಂತೆ ಮಾಡಿ. ಕಾಯಿ ಬರುವಾಗ ಮಳೆಯಾದರೆ ತಕ್ಷಣ ಮೆಟಾಲಾಕ್ಸಿಲ್ ಮತ್ತು ಮ್ಯಾಂಕೋಜೆಬ್ ಮಿಶ್ರಣ (2 ಗ್ರಾಂ/ಲೀಟರ್) ಸಿಂಪಡಿಸಿ. ತೋಟದಲ್ಲಿ ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ, ತೇವಾಂಶವಿದ್ದರೆ ರೋಗ ಬೇಗ ಹರಡುತ್ತದೆ.",ಎಲ್ಸಿನೋ ಆಂಪೆಲಿನಾ (ಹಕ್ಕಿ ಕಣ್ಣು ರೋಗ)
ದ್ರಾಕ್ಷಿ,ದವಡೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಬೆಳಿಗ್ಗೆ ವೇಳೆ ಎಕರೆಗೆ 20 ಕೆಜಿ ಗಂಧಕದ ಪುಡಿ ಧೂಳಿಸುವುದು ಉತ್ತಮ. ಕಾಯಿ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಕಂಡರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಪೆನ್ಕೋನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಗೊಂಚಲಿಗೆ ಬಿಸಿಲು ಬೀಳುವಂತೆ ಮಾಡಿದರೆ ನೈಸರ್ಗಿಕವಾಗಿ ರೋಗ ಕಡಿಮೆಯಾಗುತ್ತದೆ.,ಪ್ಲಾಸ್ಮೋಪಾರಾ ವಿಟಿಕೋಲಾ (ದವಡೆ ರೋಗ)
ದ್ರಾಕ್ಷಿ,ಬೂದಿ ರೋಗ / ಕಾಯಿ ಒಡೆಯುವಿಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕಾಯಿ ಕಟ್ಟಿದ ಮೇಲೆ ಗೊಂಚಲಿನಲ್ಲಿರುವ ಒಣ ಹೂವಿನ ಕಸವನ್ನು ತೆಗೆಯಿರಿ. ಅತಿಯಾದ ಸಾರಜನಕ ಗೊಬ್ಬರ ಬಳಸಬೇಡಿ. ಗೊಂಚಲು ಮುಚ್ಚುವ ಮುನ್ನ ಮತ್ತು ಹಣ್ಣಾಗುವ ಆರಂಭದಲ್ಲಿ ಫೆನ್ಹೆಕ್ಸಾಮಿಡ್ ಅಥವಾ ಇಪ್ರೊಡಿಯೋನ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಗೊಂಚಲಿಗೆ ಗಾಯವಾಗದಂತೆ ಎಚ್ಚರವಹಿಸಿ.,ಅನ್ಸಿನ್ಯುಲಾ ನೆಕಾಟರ್ (ಬೂದಿ ರೋಗ)
ದ್ರಾಕ್ಷಿ,ಬೂದು ಬೂಷ್ಟು  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಬಳ್ಳಿಯಲ್ಲಿ ಅಥವಾ ನೆಲದ ಮೇಲಿರುವ ಕಪ್ಪಾದ, ಒಣಗಿದ ಕಾಯಿಗಳನ್ನು (ಮಮ್ಮಿ) ಸಂಗ್ರಹಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಚಿಗುರು ಬಂದಾಗಿನಿಂದ ಕಾಯಿ ಬಣ್ಣ ಬದಲಾಗುವವರೆಗೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ ಮೈಕ್ಲೋಬ್ಯುಟಾನಿಲ್ ಸಿಂಪಡಿಸಿ. ತೋಟದಲ್ಲಿ ಕಳೆ ಇಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.",ಬೊಟ್ರೈಟಿಸ್ ಸಿನೆರಿಯಾ
ದ್ರಾಕ್ಷಿ,ಕಪ್ಪು ಕೊಳೆತ / ಮಮ್ಮಿ ಬೆರ್ರಿ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಇದು ಹಣ್ಣು ನೊಣಗಳಿಂದ ಹರಡುತ್ತದೆ. ಬಲೆಗಳನ್ನು ಬಳಸಿ ನೊಣ ಹಿಡಿಯಿರಿ ಅಥವಾ ಸುರಕ್ಷಿತ ಕೀಟನಾಶಕ ಬಳಸಿ. ಕಾಯಿ ಒಡೆಯದಂತೆ ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ. ಕೊಳೆತ ಗೊಂಚಲುಗಳನ್ನು ತಕ್ಷಣ ತೆಗೆಯಿರಿ, ಇಲ್ಲದಿದ್ದರೆ ವಾಸನೆಗೆ ಹೆಚ್ಚು ನೊಣಗಳು ಬರುತ್ತವೆ.",ಮೊನಿಲಿನಿ ವ್ಯಾಕ್ಸಿನಿ-ಕೋರಿಂಬೋಸಿ
ದ್ರಾಕ್ಷಿ,ಹುಳಿ ಕೊಳೆತ  (ನೊಣದ ಬಾಧೆ),ಇದು ಕೊಯ್ಲಿನ ನಂತರ ಬರುತ್ತದೆ. ಗೊಂಚಲನ್ನು ಮೃದುವಾಗಿ ನಿರ್ವಹಿಸಿ. ಕೊಯ್ಲು ಮಾಡಿದ ತಕ್ಷಣ ದ್ರಾಕ್ಷಿಯನ್ನು ತಂಪು ಮಾಡಿ. ಬಾಕ್ಸ್ ನಲ್ಲಿ ಪ್ಯಾಕ್ ಮಾಡುವಾಗ ಸಲ್ಫರ್ ಡೈಆಕ್ಸೈಡ್ ಹಾಳೆಗಳನ್ನು (Grape guards) ಇಟ್ಟರೆ ಬೂಷ್ಟು ಬರುವುದಿಲ್ಲ.,ಹುಳಿ ಕೊಳೆತ (ಡ್ರೊಸೊಫಿಲಾ ಪ್ರಭೇದ)
ದ್ರಾಕ್ಷಿ,ನೀಲಿ ಬೂಷ್ಟು / ಶೇಖರಣಾ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಹಣ್ಣಿನ ಸಿಪ್ಪೆ ಒಡೆಯದಂತೆ ನೋಡಿಕೊಳ್ಳಿ, ಗಾಯವಾದರೆ ಮಾತ್ರ ಈ ರೋಗ ಬರುತ್ತದೆ. ದ್ರಾಕ್ಷಿಯನ್ನು ತಂಪಾದ ಒಣ ಜಾಗದಲ್ಲಿಡಿ. ಪ್ಯಾಕ್ ಮಾಡುವ ಜಾಗದಲ್ಲಿ ಗಾಳಿ ಆಡುತ್ತಿರಲಿ. ನೈರ್ಮಲ್ಯ ಕಾಪಾಡುವುದು ಮತ್ತು ಹಣ್ಣನ್ನು ಬೇಗ ತಂಪು ಮಾಡುವುದೇ ಇದಕ್ಕೆ ಮದ್ದು.",ಪೆನಿಸಿಲಿಯಮ್ ಎಕ್ಸ್‌ಪಾನ್ಸಮ್
ಸೀಬೆಹಣ್ಣು,ಮೃದು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಬಿದ್ದ ಮತ್ತು ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಹೂತುಹಾಕಿ. ಒಣಗಿದ ರೋಗಪೀಡಿತ ಕೊಂಬೆಗಳನ್ನು ಕತ್ತರಿಸಿ. ಮಳೆಗಾಲದ ಆರಂಭದಲ್ಲಿ ಮತ್ತು ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಗಾಯವಾದ ಹಣ್ಣುಗಳನ್ನು ಪ್ಯಾಕ್ ಮಾಡಬೇಡಿ.,ರೈಜೋಪಸ್ ಸ್ಟೋಲೋನಿಫರ್ / ಪೆನಿಸಿಲಿಯಮ್ ಪ್ರಭೇದ
